Name,Platform,Year,Genre,Publisher,Global_Sales,Meta_Score,User_Score
ADVANCE WARS: DUAL STRIKE,DS,2005.0,Strategy,Nintendo,0.4,90,8.9
YU-GI-OH! 5D'S STARDUST ACCELERATOR: WORLD CHAMPIONSHIP 2009,DS,2009.0,Action,Konami Digital Entertainment,0.4,73,7.7
WWE SMACKDOWN! VS. RAW 2006,PSP,2005.0,Fighting,THQ,0.4,81,8.3
BATTALION WARS,GC,2005.0,Strategy,Nintendo,0.4,76,8.5
NHL 15,XONE,2014.0,Sports,Electronic Arts,0.4,59,31.0
TMNT,WII,2007.0,Action,Ubisoft,0.4,60,5.9
FINAL FANTASY CRYSTAL CHRONICLES: THE CRYSTAL BEARERS,WII,2009.0,Action,Square Enix,0.4,66,8.8
EA SPORTS UFC 2,XONE,2016.0,Sports,Electronic Arts,0.4,76,56.0
IRON MAN 2,PS3,2010.0,Action,Sega,0.4,41,5.4
18 WHEELER: AMERICAN PRO TRUCKER,PS2,2001.0,Racing,Acclaim Entertainment,0.4,61,5.6
ATARI ANTHOLOGY,PS2,2004.0,Misc,Atari,0.4,66,5.8
NBA JAM,X360,2010.0,Sports,Electronic Arts,0.4,75,7.0
SHERLOCK HOLMES: THE MYSTERY OF THE MUMMY,DS,2009.0,Adventure,Focus Home Interactive,0.4,57,3.0
MLB 2006,PS2,2005.0,Sports,Sony Computer Entertainment,0.4,81,8.6
STAR WARS THE CLONE WARS: REPUBLIC HEROES,X360,2009.0,Action,LucasArts,0.4,43,6.3
MAFIA II,PC,2010.0,Action,Take-Two Interactive,0.4,77,8.2
RAMPAGE: TOTAL DESTRUCTION,GC,2006.0,Action,Midway Games,0.4,57,6.9
THE URBZ: SIMS IN THE CITY,GC,2004.0,Simulation,Electronic Arts,0.4,73,8.4
DINER DASH: SIZZLE & SERVE,DS,2007.0,Puzzle,Eidos Interactive,0.4,64,7.3
TOMB RAIDER: ANNIVERSARY,X360,2007.0,Action,Eidos Interactive,0.4,77,8.5
CONDEMNED 2: BLOODSHOT,PS3,2008.0,Action,Sega,0.4,82,8.1
ARMORED CORE V,PS3,2012.0,Simulation,Namco Bandai Games,0.4,65,7.2
I-NINJA,PS2,2003.0,Platform,Sony Computer Entertainment,0.4,73,8.4
NBA JAM,PS3,2010.0,Sports,Electronic Arts,0.4,71,5.9
MASS EFFECT 2,PC,2010.0,Role-Playing,Electronic Arts,0.4,94,8.9
CALL OF DUTY: FINEST HOUR,GC,2004.0,Shooter,Activision,0.4,74,8.6
NARUTO: PATH OF THE NINJA,DS,2007.0,Role-Playing,D3Publisher,0.4,57,7.5
HITMAN: BLOOD MONEY,X360,2006.0,Action,Eidos Interactive,0.4,82,8.7
ALPHA PROTOCOL,X360,2010.0,Role-Playing,Sega,0.4,63,7.2
SUZUKI TT SUPERBIKES,PS2,2005.0,Racing,Jester Interactive,0.4,71,8.5
RUMBLE ROSES,PS2,2004.0,Fighting,Konami Digital Entertainment,0.39,66,8.4
FANTASTIC FOUR: RISE OF THE SILVER SURFER,PS2,2007.0,Action,Take-Two Interactive,0.39,36,6.3
GRID 2,PS3,2013.0,Racing,Codemasters,0.39,82,6.6
DUNGEON SIEGE III,PS3,2011.0,Role-Playing,Square Enix,0.39,71,6.3
VIKING: BATTLE FOR ASGARD,PS3,2008.0,Action,Sega,0.39,65,7.4
BRUNSWICK PRO BOWLING,WII,2007.0,Sports,505 Games,0.39,52,5.4
NARUTO: CLASH OF NINJA REVOLUTION 2,WII,2008.0,Fighting,Tomy Corporation,0.39,72,8.3
THE DARKNESS II,X360,2012.0,Shooter,Take-Two Interactive,0.39,80,7.5
LOCOROCO,PSP,2006.0,Platform,Sony Computer Entertainment,0.39,83,8.8
RED FACTION: ARMAGEDDON,X360,2011.0,Shooter,THQ,0.39,71,7.0
NEED FOR SPEED: NITRO,DS,2009.0,Racing,Electronic Arts,0.39,70,6.1
MYSTERY CASE FILES: THE MALGRAVE INCIDENT,WII,2011.0,Adventure,Nintendo,0.39,65,8.0
YOSHI TOUCH & GO,DS,2005.0,Platform,Nintendo,0.39,73,6.8
EA SPORTS ACTIVE 2,X360,2010.0,Sports,Electronic Arts,0.39,68,5.4
COMBAT OF GIANTS: DINOSAURS 3D,3DS,2011.0,Strategy,Ubisoft,0.39,44,5.3
AGE OF EMPIRES III,PC,2005.0,Strategy,Microsoft Game Studios,0.39,81,7.8
MADDEN NFL 2005,GBA,2004.0,Sports,Electronic Arts,0.39,79,7.6
DAWN OF DISCOVERY,PC,2009.0,Simulation,Ubisoft,0.39,82,8.8
BLOOD OMEN 2,PS2,2002.0,Action,Eidos Interactive,0.39,67,8.6
SKYLANDERS GIANTS,WIIU,2012.0,Action,Activision,0.39,80,62.0
JUST DANCE 4,WIIU,2012.0,Misc,Ubisoft,0.39,66,78.0
MARVEL: ULTIMATE ALLIANCE,PS3,2006.0,Role-Playing,Activision,0.39,78,7.6
MOTOGP 08,PS3,2008.0,Racing,Capcom,0.39,65,6.0
CHESSMASTER,PS2,2003.0,Misc,Ubisoft,0.39,79,7.3
TIGER WOODS PGA TOUR 14,PS3,2013.0,Sports,Electronic Arts,0.39,74,4.1
MADDEN NFL FOOTBALL,3DS,2011.0,Sports,Electronic Arts,0.39,49,5.3
THE SIMS 2,GBA,2005.0,Simulation,Electronic Arts,0.39,58,7.9
ICE AGE 2: THE MELTDOWN,PS2,2006.0,Platform,Vivendi Games,0.39,68,8.1
MLB 14: THE SHOW,PS3,2014.0,Sports,Sony Computer Entertainment America,0.39,81,6.8
SAMURAI WARRIORS CHRONICLES,3DS,2011.0,Action,Tecmo Koei,0.39,61,7.6
TOMB RAIDER: LEGEND,X360,2006.0,Action,Eidos Interactive,0.39,80,7.4
VIRTUA TENNIS 2009,PS3,2009.0,Sports,Sega,0.38,70,6.5
LOONEY TUNES: ACME ARSENAL,PS2,2007.0,Action,Warner Bros. Interactive Entertainment,0.38,38,5.1
DISNEY SING IT,PS3,2008.0,Misc,Disney Interactive Studios,0.38,54,3.5
NFL GAMEDAY 2002,PS2,2001.0,Sports,Sony Computer Entertainment,0.38,51,4.6
TUROK: EVOLUTION,GC,2002.0,Shooter,Acclaim Entertainment,0.38,70,6.7
SEGA SUPERSTARS TENNIS,PS2,2008.0,Sports,Sega,0.38,70,8.2
HEADHUNTER,PS2,2002.0,Action,Sega,0.38,74,8.0
SKATE,PS3,2007.0,Sports,Electronic Arts,0.38,85,8.1
NCAA FOOTBALL 08,PS3,2007.0,Sports,Electronic Arts,0.38,77,7.9
MARVEL NEMESIS: RISE OF THE IMPERFECTS,GC,2005.0,Fighting,Electronic Arts,0.38,54,5.8
FORZA HORIZON 3,XONE,2016.0,Racing,Microsoft Game Studios,0.38,91,80.0
OVERLORD: DARK LEGEND,WII,2009.0,Action,Codemasters,0.38,68,7.7
BRATZ: ROCK ANGELZ,PS2,2005.0,Misc,THQ,0.38,60,5.8
PHOENIX WRIGHT: ACE ATTORNEY - DUAL DESTINIES,3DS,2013.0,Adventure,Capcom,0.38,81,8.1
SSX 3,GC,2003.0,Sports,Electronic Arts,0.38,92,8.8
TALES OF ZESTIRIA,PS4,2015.0,Role-Playing,Namco Bandai Games,0.38,72,72.0
METAL GEAR SOLID: SNAKE EATER 3D,3DS,2012.0,Action,Konami Digital Entertainment,0.38,78,7.9
RISK: GLOBAL DOMINATION,PS2,2003.0,Strategy,Atari,0.38,60,8.8
ELITE BEAT AGENTS,DS,2006.0,Misc,Nintendo,0.38,87,8.5
NBA 2K7,PS3,2006.0,Sports,Take-Two Interactive,0.38,80,7.4
GRANDIA XTREME,PS2,2002.0,Role-Playing,Enix Corporation,0.38,68,7.1
VIRTUA TENNIS 2009,WII,2009.0,Sports,Sega,0.38,73,7.3
MERCENARIES 2: WORLD IN FLAMES,PS2,2008.0,Shooter,Electronic Arts,0.38,49,7.2
EA SPORTS MMA,PS3,2010.0,Fighting,Electronic Arts,0.38,77,7.1
IRON MAN 2,PSP,2010.0,Action,Sega,0.38,49,5.0
DIRT 2,WII,2009.0,Racing,Codemasters,0.38,51,5.4
GUITAR HERO ON TOUR: MODERN HITS,DS,2009.0,Misc,Activision,0.38,70,6.8
MX VS. ATV UNTAMED,PS2,2007.0,Racing,THQ,0.38,53,8.5
POKEMON CHANNEL,GC,2003.0,Adventure,Nintendo,0.38,55,6.1
SAINTS ROW: THE THIRD,PC,2011.0,Action,THQ,0.38,84,8.1
JUST DANCE 2015,PS4,2014.0,Misc,Ubisoft,0.38,72,57.0
GREEN DAY: ROCK BAND,WII,2010.0,Misc,MTV Games,0.38,76,8.2
NEED FOR SPEED: HOT PURSUIT,PC,2010.0,Racing,Electronic Arts,0.38,86,6.9
THE LEGEND OF SPYRO: A NEW BEGINNING,DS,2006.0,Platform,Vivendi Games,0.38,68,6.2
PRO EVOLUTION SOCCER 2011 3D,3DS,2011.0,Sports,Konami Digital Entertainment,0.38,73,6.9
SHIN MEGAMI TENSEI: DEVIL SURVIVOR OVERCLOCKED,3DS,2011.0,Role-Playing,Ghostlight,0.38,78,4.8
DRAGON BALL Z: ATTACK OF THE SAIYANS,DS,2009.0,Role-Playing,Namco Bandai Games,0.38,73,8.2
MARVEL SUPER HERO SQUAD,WII,2009.0,Fighting,THQ,0.38,49,6.1
THE HOUSE OF THE DEAD: OVERKILL - EXTENDED CUT,PS3,2011.0,Shooter,Sega,0.38,75,7.5
HARRY POTTER AND THE PRISONER OF AZKABAN,GC,2004.0,Action,Electronic Arts,0.38,67,7.6
QUAKE 4,X360,2005.0,Shooter,Activision,0.38,75,6.8
SUPER DRAGON BALL Z,PS2,2006.0,Fighting,Atari,0.37,72,6.4
SAW,PS3,2009.0,Action,Konami Digital Entertainment,0.37,59,6.3
TRIVIAL PURSUIT,X360,2009.0,Misc,Electronic Arts,0.37,66,6.4
ULTIMATE SPIDER-MAN,GC,2005.0,Action,Activision,0.37,76,7.5
THE BIGS,WII,2007.0,Sports,Take-Two Interactive,0.37,66,7.1
MAJOR LEAGUE BASEBALL 2K6,X360,2006.0,Sports,Spike,0.37,66,4.1
MINI NINJAS,WII,2009.0,Action,Eidos Interactive,0.37,79,8.3
TOM CLANCY'S THE DIVISION,PC,2016.0,Shooter,Ubisoft,0.37,79,6.0
LEGO DIMENSIONS,XONE,2015.0,Action,Warner Bros. Interactive Entertainment,0.37,80,70.0
"MONSTERS, INC. SCREAM ARENA",GC,2002.0,Platform,THQ,0.37,39,4.7
PRINCE OF PERSIA: THE FORGOTTEN SANDS,PSP,2010.0,Action,Ubisoft,0.37,65,7.4
RAMPAGE: TOTAL DESTRUCTION,PS2,2006.0,Action,Midway Games,0.37,51,7.2
HIGH HEAT MAJOR LEAGUE BASEBALL 2003,PS2,2002.0,Sports,3DO,0.37,84,7.9
TIGER WOODS PGA TOUR 12: THE MASTERS,WII,2011.0,Sports,Electronic Arts,0.37,85,6.6
RAGE,PC,2011.0,Shooter,Bethesda Softworks,0.37,79,5.3
SPIDER-MAN: FRIEND OR FOE,PS2,2007.0,Action,Activision,0.37,62,8.5
DUNGEON SIEGE III,X360,2011.0,Role-Playing,Square Enix,0.37,72,5.9
CUSTOM ROBO,GC,2004.0,Role-Playing,Nintendo,0.37,65,8.2
HARRY POTTER AND THE ORDER OF THE PHOENIX,PSP,2007.0,Action,Electronic Arts,0.37,52,7.5
PAC-MAN WORLD 2,GC,2002.0,Action,Nintendo,0.37,74,8.2
BIONIC COMMANDO,PS3,2009.0,Platform,Capcom,0.37,71,7.4
WANTED: WEAPONS OF FATE,X360,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.37,62,7.6
MARVEL: ULTIMATE ALLIANCE,PSP,2006.0,Role-Playing,Activision,0.37,81,7.9
NFL STREET 2 UNLEASHED,PSP,2005.0,Sports,Electronic Arts,0.37,73,7.3
FIFA STREET 2,PS2,2006.0,Sports,Electronic Arts,0.37,59,7.8
THEATRHYTHM FINAL FANTASY: CURTAIN CALL,3DS,2014.0,Misc,Square Enix,0.37,83,8.2
TRAUMA CENTER: UNDER THE KNIFE,DS,2005.0,Simulation,Nintendo,0.37,81,8.3
XENOSAGA EPISODE III: ALSO SPRACH ZARATHUSTRA,PS2,2006.0,Role-Playing,Namco Bandai Games,0.37,81,8.7
SID MEIER'S CIVILIZATION: BEYOND EARTH,PC,2014.0,Strategy,Take-Two Interactive,0.37,81,5.5
NEED FOR SPEED: THE RUN,PC,2011.0,Action,Electronic Arts,0.37,69,6.2
TRANSFORMERS: DARK OF THE MOON,PS3,2011.0,Action,Activision,0.37,57,5.9
SKYLANDERS SWAP FORCE,PS4,2013.0,Platform,Activision,0.37,79,51.0
ROCK BAND 4,PS4,2015.0,Misc,Harmonix Music Systems,0.37,78,64.0
LEFT 4 DEAD 2,PC,2009.0,Shooter,Valve Software,0.37,89,8.4
THE SIMS 2: CASTAWAY,PS2,2007.0,Simulation,Electronic Arts,0.37,71,7.9
NCAA FOOTBALL 07,PSP,2006.0,Sports,Electronic Arts,0.37,75,7.9
GOLDENEYE: ROGUE AGENT,GC,2004.0,Shooter,Electronic Arts,0.36,60,6.7
DRAGON BALL Z: INFINITE WORLD,PS2,2008.0,Fighting,Namco Bandai Games,0.36,48,7.9
TOM CLANCY'S HAWX 2,X360,2010.0,Action,Ubisoft,0.36,68,6.3
ESPN X GAMES SKATEBOARDING,PS2,2001.0,Sports,Konami Digital Entertainment,0.36,58,7.7
HIGH HEAT MAJOR LEAGUE BASEBALL 2004,PS2,2003.0,Sports,3DO,0.36,83,8.1
NARC,PS2,2005.0,Shooter,Midway Games,0.36,50,7.0
VALKYRIE PROFILE: LENNETH,PSP,2006.0,Role-Playing,Square Enix,0.36,80,8.7
METRO: LAST LIGHT,X360,2013.0,Action,Deep Silver,0.36,80,8.4
TIGER WOODS PGA TOUR 14,X360,2013.0,Sports,Electronic Arts,0.36,77,6.2
MONSTER RANCHER 3,PS2,2001.0,Simulation,Tecmo Koei,0.36,77,8.5
THE INCREDIBLES: RISE OF THE UNDERMINER,PS2,2005.0,Action,THQ,0.36,60,7.2
SPIDER-MAN: SHATTERED DIMENSIONS,X360,2010.0,Action,Activision,0.36,76,7.5
BLAZBLUE: CALAMITY TRIGGER,X360,2009.0,Fighting,PQube,0.36,86,8.5
OKAGE: SHADOW KING,PS2,2001.0,Role-Playing,Sony Computer Entertainment,0.36,70,8.5
NHL 2K10,WII,2009.0,Sports,Take-Two Interactive,0.36,79,6.8
ASSASSIN'S CREED III,WIIU,2012.0,Action,Ubisoft,0.36,85,72.0
WORLD'S SCARIEST POLICE CHASES,PS,2001.0,Racing,Activision,0.36,54,6.7
GUITAR HERO: SMASH HITS,PS3,2009.0,Misc,Activision,0.36,73,7.2
MIDDLE-EARTH: SHADOW OF MORDOR,PC,2014.0,Action,Warner Bros. Interactive Entertainment,0.36,84,7.9
TEENAGE MUTANT NINJA TURTLES: SMASH-UP,WII,2009.0,Fighting,Ubisoft,0.36,67,8.1
WORMS: OPEN WARFARE 2,DS,2007.0,Strategy,THQ,0.36,81,8.1
DARK VOID,PS3,2010.0,Action,Capcom,0.36,59,6.1
ARC THE LAD: TWILIGHT OF THE SPIRITS,PS2,2003.0,Role-Playing,Sony Computer Entertainment,0.36,72,8.4
CHICKEN SHOOT,WII,2007.0,Action,Zoo Digital Publishing,0.36,27,5.2
COMPANY OF HEROES 2,PC,2013.0,Strategy,THQ,0.36,80,2.2
DEFIANCE,PS3,2013.0,Shooter,Trion Worlds,0.36,59,6.8
EA SPORTS MMA,X360,2010.0,Fighting,Electronic Arts,0.36,79,8.0
MEGA MAN ZERO COLLECTION,DS,2010.0,Platform,Capcom,0.36,78,8.8
ARCTIC THUNDER,PS2,2001.0,Racing,Midway Games,0.36,45,5.3
FOOTBALL MANAGER HANDHELD 2010,PSP,2009.0,Sports,Sega,0.36,69,6.9
TRAUMA CENTER: SECOND OPINION,WII,2006.0,Simulation,Nintendo,0.35,80,8.0
DARK SOULS III,XONE,2016.0,Role-Playing,Namco Bandai Games,0.35,87,86.0
SUIKODEN V,PS2,2006.0,Role-Playing,Konami Digital Entertainment,0.35,76,9.1
REMEMBER ME,PS3,2013.0,Action,Capcom,0.35,72,7.3
BATTALION WARS 2,WII,2007.0,Strategy,Nintendo,0.35,75,7.8
VANCOUVER 2010 - THE OFFICIAL VIDEO GAME OF THE OLYMPIC WINTER GAMES,PS3,2010.0,Sports,Sega,0.35,56,5.8
MINI NINJAS,PS3,2009.0,Action,Eidos Interactive,0.35,73,8.6
TEKKEN TAG TOURNAMENT 2,X360,2012.0,Fighting,Namco Bandai Games,0.35,83,7.6
BATMAN: RISE OF SIN TZU,PS2,2003.0,Action,Ubisoft,0.35,63,8.3
TERMINATOR SALVATION,X360,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.35,48,4.9
MINI NINJAS,DS,2009.0,Action,Eidos Interactive,0.35,61,7.3
BLOODY ROAR 3,PS2,2001.0,Fighting,Virgin Interactive,0.35,71,8.5
WWE CRUSH HOUR,PS2,2003.0,Racing,THQ,0.35,56,5.3
PERSONA 2: ETERNAL PUNISHMENT,PS,2000.0,Role-Playing,Atlus,0.35,83,3.1
STAR WARS: FLIGHT OF THE FALCON,GBA,2003.0,Action,THQ,0.35,39,6.1
SIMCITY CREATOR,DS,2008.0,Simulation,Electronic Arts,0.35,69,7.2
MEGA MAN ZX ADVENT,DS,2007.0,Platform,Capcom,0.35,78,8.8
SNIPER: GHOST WARRIOR 2,PS3,2013.0,Shooter,City Interactive,0.35,52,5.9
RACQUET SPORTS,PS3,2010.0,Sports,Ubisoft,0.35,45,4.3
SUPREME COMMANDER 2,X360,2010.0,Strategy,Square Enix,0.35,75,7.1
RESIDENT EVIL: DEAD AIM,PS2,2003.0,Action,Capcom,0.35,65,6.8
NEED FOR SPEED CARBON,GC,2006.0,Racing,Electronic Arts,0.35,75,7.9
WWE ALL STARS,X360,2011.0,Fighting,THQ,0.35,75,7.1
THE SHOOT,PS3,2010.0,Shooter,Sony Computer Entertainment,0.35,60,6.2
MOTOGP 08,X360,2008.0,Racing,Capcom,0.35,68,6.1
ENEMY TERRITORY: QUAKE WARS,PS3,2008.0,Shooter,Activision,0.35,60,6.3
TOM CLANCY'S RAINBOW SIX: LOCKDOWN,PS2,2005.0,Shooter,Ubisoft,0.35,70,6.9
AGGRESSIVE INLINE,PS2,2002.0,Sports,Acclaim Entertainment,0.35,85,8.7
KARAOKE REVOLUTION,PS2,2003.0,Misc,Konami Digital Entertainment,0.35,83,8.7
NFL STREET,GC,2004.0,Sports,Electronic Arts,0.35,81,8.2
METAL ARMS: GLITCH IN THE SYSTEM,PS2,2003.0,Shooter,Vivendi Games,0.35,81,8.6
EVERGRACE,PS2,2000.0,Role-Playing,Ubisoft,0.35,59,8.4
MLB 06: THE SHOW,PSP,2006.0,Sports,Sony Computer Entertainment,0.35,83,8.2
F1 RACE STARS,PS3,2012.0,Racing,Codemasters,0.35,61,5.8
OVER THE HEDGE,GC,2006.0,Platform,Activision,0.35,61,8.0
NARUTO SHIPPUDEN: ULTIMATE NINJA IMPACT,PSP,2011.0,Fighting,Namco Bandai Games,0.35,59,7.3
JUST DANCE 2016,PS4,2015.0,Misc,Ubisoft,0.35,73,58.0
CHARLIE AND THE CHOCOLATE FACTORY,PS2,2005.0,Adventure,Global Star,0.35,35,4.1
PIRATES OF THE CARIBBEAN: AT WORLD'S END,DS,2007.0,Action,Disney Interactive Studios,0.35,66,6.5
DYNASTY WARRIORS 5 EMPIRES,PS2,2006.0,Action,Tecmo Koei,0.34,62,8.1
ETRIAN ODYSSEY,DS,2007.0,Role-Playing,Nintendo,0.34,75,8.5
CONAN,PS3,2007.0,Action,THQ,0.34,69,7.2
F.E.A.R.,X360,2006.0,Shooter,Vivendi Games,0.34,85,7.4
DRIVER 2 ADVANCE,GBA,2002.0,Action,Atari,0.34,73,6.6
MONSTER RANCHER 4,PS2,2003.0,Simulation,Tecmo Koei,0.34,77,8.8
IRON MAN 2,DS,2010.0,Action,Sega,0.34,54,6.4
THUNDERSTRIKE: OPERATION PHOENIX,PS2,2001.0,Simulation,Eidos Interactive,0.34,65,8.1
KAMEO: ELEMENTS OF POWER,X360,2005.0,Action,Microsoft Game Studios,0.34,79,8.0
WWE DAY OF RECKONING 2,GC,2005.0,Fighting,THQ,0.34,76,6.1
DYNASTY WARRIORS 6 EMPIRES,PS3,2009.0,Action,Tecmo Koei,0.34,62,7.1
BEE MOVIE GAME,WII,2007.0,Action,Activision,0.34,62,7.4
SILENT HILL HD COLLECTION,PS3,2012.0,Action,Konami Digital Entertainment,0.34,70,4.7
HARRY POTTER AND THE HALF-BLOOD PRINCE,PS3,2009.0,Action,Electronic Arts,0.34,66,4.5
TOM CLANCY'S GHOST RECON: SHADOW WARS,3DS,2011.0,Strategy,Ubisoft,0.34,77,7.8
MX VS. ATV UNTAMED,WII,2008.0,Racing,THQ,0.34,70,8.3
LEISURE SUIT LARRY: MAGNA CUM LAUDE,PS2,2004.0,Adventure,Vivendi Games,0.34,60,6.5
PUZZLE QUEST: CHALLENGE OF THE WARLORDS,DS,2007.0,Puzzle,D3Publisher,0.34,82,8.3
JONAH LOMU RUGBY CHALLENGE,X360,2011.0,Sports,Home Entertainment Suppliers,0.34,73,6.0
NHL 09,PS3,2008.0,Sports,Electronic Arts,0.34,88,7.7
HERBIE: FULLY LOADED,GBA,2005.0,Racing,Disney Interactive Studios,0.34,47,6.8
TEENAGE MUTANT NINJA TURTLES,GC,2003.0,Action,Konami Digital Entertainment,0.34,57,7.7
THE EYE OF JUDGMENT,PS3,2007.0,Misc,Sony Computer Entertainment,0.34,75,8.2
PIRATES OF THE CARIBBEAN: AT WORLD'S END,X360,2007.0,Action,Disney Interactive Studios,0.34,58,5.3
MXRIDER,PS2,2001.0,Racing,Atari,0.34,69,7.3
AVATAR: THE LAST AIRBENDER,DS,2006.0,Adventure,THQ,0.34,64,7.3
OPERATION FLASHPOINT: RED RIVER,PS3,2011.0,Shooter,Codemasters,0.33,67,6.6
NINJA BLADE,X360,2009.0,Action,Microsoft Game Studios,0.33,68,6.8
FRACTURE,X360,2008.0,Shooter,LucasArts,0.33,63,6.2
BINARY DOMAIN,PS3,2012.0,Action,Sega,0.33,72,8.2
THE KING OF FIGHTERS XIII,X360,2011.0,Fighting,Rising Star Games,0.33,79,8.2
BEYOND GOOD & EVIL,PS2,2003.0,Adventure,Ubisoft,0.33,86,8.9
BANJO-KAZOOIE: GRUNTY'S REVENGE,GBA,2003.0,Platform,THQ,0.33,72,7.9
STREET FIGHTER ALPHA 3 MAX,PSP,2006.0,Fighting,Capcom,0.33,80,8.2
VIRTUA TENNIS 2009,X360,2009.0,Sports,Sega,0.33,70,6.2
IRON MAN 2,WII,2010.0,Action,Sega,0.33,41,4.3
THE DARKNESS II,PS3,2012.0,Shooter,Take-Two Interactive,0.33,79,7.7
MARVEL: ULTIMATE ALLIANCE 2,WII,2009.0,Role-Playing,Activision,0.33,50,5.7
WWE WRESTLEMANIA XIX,GC,2003.0,Fighting,THQ,0.33,76,8.7
PLANET PUZZLE LEAGUE,DS,2007.0,Puzzle,Nintendo,0.33,86,7.8
THE SIMS 2,GC,2005.0,Simulation,Electronic Arts,0.33,73,7.9
NARUTO: RISE OF A NINJA,X360,2007.0,Action,Ubisoft,0.33,78,8.5
KLONOA 2: LUNATEA'S VEIL,PS2,2001.0,Platform,Sony Computer Entertainment,0.33,91,9.0
RESONANCE OF FATE,X360,2010.0,Role-Playing,Sega,0.33,74,7.7
NCAA BASKETBALL 10,PS3,2009.0,Sports,Electronic Arts,0.33,75,7.8
TAK 2: THE STAFF OF DREAMS,GC,2004.0,Platform,THQ,0.33,75,8.8
RUGBY WORLD CUP 2011,PS3,2011.0,Sports,505 Games,0.33,50,5.6
MEDAL OF HONOR: WARFIGHTER,PC,2012.0,Action,Electronic Arts,0.33,55,5.5
KELLY SLATER'S PRO SURFER,PS2,2002.0,Sports,Activision,0.33,77,8.8
SONIC BOOM: RISE OF LYRIC,WIIU,2014.0,Action,Sega,0.33,32,35.0
LEGENDS OF WRESTLING II,PS2,2002.0,Fighting,Acclaim Entertainment,0.33,59,6.8
SILENT HILL: DOWNPOUR,X360,2012.0,Action,Konami Digital Entertainment,0.33,68,7.3
NIGHT AT THE MUSEUM: BATTLE OF THE SMITHSONIAN,WII,2009.0,Action,Majesco Entertainment,0.33,54,6.8
CAPCOM CLASSICS COLLECTION RELOADED,PSP,2006.0,Misc,Capcom,0.33,75,8.3
MLB 09: THE SHOW,PS2,2009.0,Sports,Sony Computer Entertainment,0.33,79,7.5
DEUS EX: MANKIND DIVIDED,PS4,2016.0,Role-Playing,Square Enix,0.33,84,76.0
COOL BOARDERS 2001,PS2,2001.0,Sports,Sony Computer Entertainment,0.33,78,7.0
CLASSIC NES SERIES: CASTLEVANIA,GBA,2004.0,Platform,Nintendo,0.33,74,8.7
DRAGON BALL Z: BATTLE OF Z,PS3,2014.0,Fighting,Namco Bandai Games,0.33,54,5.4
FIFA STREET 3,PS3,2008.0,Sports,Electronic Arts,0.33,63,6.9
BATTLESTATIONS: PACIFIC,X360,2009.0,Strategy,Eidos Interactive,0.33,76,7.4
DISGAEA 2: CURSED MEMORIES,PS2,2006.0,Role-Playing,Tecmo Koei,0.33,84,6.6
DECA SPORTS FREEDOM,X360,2010.0,Sports,Hudson Soft,0.33,26,3.7
PHINEAS AND FERB: ACROSS THE 2ND DIMENSION,PS3,2011.0,Action,Disney Interactive Studios,0.33,63,6.8
CALL OF DUTY 2: BIG RED ONE,GC,2005.0,Shooter,Activision,0.33,76,7.8
ELEBITS,WII,2006.0,Action,Konami Digital Entertainment,0.33,75,7.3
"WARHAMMER 40,000: SQUAD COMMAND",PSP,2007.0,Strategy,THQ,0.33,67,7.8
F1 2013,X360,2013.0,Racing,Codemasters,0.33,79,6.8
DISGAEA: HOUR OF DARKNESS,PS2,2003.0,Role-Playing,Tecmo Koei,0.33,84,8.8
SSX BLUR,WII,2007.0,Sports,Electronic Arts,0.33,74,7.8
DIRT 2,PSP,2009.0,Racing,Sony Computer Entertainment,0.33,55,6.3
MLB 08: THE SHOW,PSP,2008.0,Sports,Sony Computer Entertainment,0.33,83,7.8
THE BLACK EYED PEAS EXPERIENCE,X360,2011.0,Misc,Ubisoft,0.33,66,5.8
GOLDEN AXE: BEAST RIDER,X360,2008.0,Action,Sega,0.33,45,5.8
MVP BASEBALL 2005,GC,2005.0,Sports,Electronic Arts,0.33,88,8.7
"CARNIVAL GAMES: MONKEY SEE, MONKEY DO!",X360,2011.0,Misc,Take-Two Interactive,0.33,56,5.5
ETERNAL SONATA,X360,2007.0,Role-Playing,Atari,0.33,79,7.9
EA PLAYGROUND,DS,2007.0,Sports,Electronic Arts,0.33,60,7.6
CLASH OF THE TITANS,PS3,2010.0,Action,Namco Bandai Games,0.33,41,1.7
FOLKLORE,PS3,2007.0,Role-Playing,Sony Computer Entertainment,0.33,75,8.2
DRAGON BALL Z: EXTREME BUTODEN,3DS,2015.0,Fighting,Namco Bandai Games,0.33,61,7.0
TEEN TITANS,GC,2006.0,Action,THQ,0.33,63,6.9
DEAD RISING 2: OFF THE RECORD,PS3,2011.0,Action,Capcom,0.33,72,6.8
ETRIAN ODYSSEY III: THE DROWNED CITY,DS,2010.0,Role-Playing,Atlus,0.33,77,8.4
DR. MARIO / PUZZLE LEAGUE,GBA,2005.0,Puzzle,Nintendo,0.33,74,7.8
PINBALL HALL OF FAME: THE GOTTLIEB COLLECTION,PS2,2004.0,Misc,Play It,0.33,63,6.7
DEAD SPACE 2,PC,2011.0,Shooter,Electronic Arts,0.33,87,8.4
DEF JAM RAPSTAR,PS3,2010.0,Misc,Konami Digital Entertainment,0.33,75,6.6
OVERLORD II,X360,2009.0,Action,Codemasters,0.32,75,7.3
