Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Meta_Score,User_Score
6713,DISGAEA 2: DARK HERO DAYS,PSP,2009.0,Role-Playing,Nippon Ichi Software,0.1,0.01,0.12,0.02,0.25,83,8.3
6714,DEVIL KINGS,PS2,2005.0,Action,Capcom,0.03,0.03,0.18,0.01,0.25,64,7.2
6715,ULTIMATE BAND,WII,2008.0,Misc,Disney Interactive Studios,0.2,0.03,0.0,0.02,0.25,59,5.4
6717,FAR CRY INSTINCTS PREDATOR,X360,2006.0,Shooter,Ubisoft,0.2,0.03,0.0,0.02,0.25,78,6.2
6720,X-MEN: DESTINY,PS3,2011.0,Action,Activision,0.14,0.08,0.0,0.03,0.25,50,4.9
6722,X-MEN ORIGINS: WOLVERINE,WII,2009.0,Action,Activision,0.19,0.04,0.0,0.02,0.25,53,5.8
6724,NINJA GAIDEN 3,X360,2012.0,Action,Tecmo Koei,0.16,0.05,0.03,0.02,0.25,58,4.4
6727,PRINCE OF PERSIA: THE FORGOTTEN SANDS,WII,2010.0,Action,Ubisoft,0.11,0.11,0.0,0.02,0.25,77,8.2
6728,DYNASTY WARRIORS 6,PS2,2008.0,Action,Tecmo Koei,0.12,0.09,0.0,0.03,0.25,43,5.7
6733,TV SUPERSTARS,PS3,2010.0,Misc,Sony Computer Entertainment,0.07,0.13,0.0,0.05,0.25,56,4.9
6734,ARMORED CORE 4,X360,2007.0,Simulation,505 Games,0.19,0.01,0.03,0.02,0.25,65,7.2
6738,PIRATES OF THE CARIBBEAN: THE LEGEND OF JACK SPARROW,PS2,2006.0,Adventure,Ubisoft,0.12,0.09,0.0,0.03,0.25,51,7.5
6744,HARRY POTTER AND THE ORDER OF THE PHOENIX,PS3,2007.0,Action,Electronic Arts,0.18,0.04,0.0,0.03,0.25,67,4.6
6745,ANNO 2205,PC,2015.0,Strategy,Ubisoft,0.02,0.22,0.0,0.01,0.25,72,6.1
6749,FUEL,PS3,2009.0,Racing,Codemasters,0.08,0.12,0.0,0.05,0.25,67,7.4
6751,PRO EVOLUTION SOCCER 2014,X360,2013.0,Action,Konami Digital Entertainment,0.06,0.16,0.0,0.03,0.25,80,4.2
6756,FINAL FANTASY XI: CHAINS OF PROMATHIA,PS2,2004.0,Role-Playing,Square Enix,0.12,0.09,0.0,0.03,0.25,77,8.2
6758,DISNEY'S A CHRISTMAS CAROL,DS,2009.0,Adventure,Disney Interactive Studios,0.22,0.01,0.0,0.02,0.25,66,6.4
6760,MAJOR LEAGUE BASEBALL 2K7,PS3,2007.0,Sports,Spike,0.23,0.0,0.0,0.02,0.25,74,4.7
6761,X-MEN LEGENDS II: RISE OF APOCALYPSE,GC,2005.0,Role-Playing,Activision,0.19,0.05,0.0,0.01,0.25,82,6.2
6763,DRIVER '76,PSP,2007.0,Racing,Ubisoft,0.03,0.14,0.0,0.08,0.25,57,7.3
6764,TURNING POINT: FALL OF LIBERTY,PS3,2008.0,Shooter,Codemasters,0.21,0.01,0.0,0.02,0.25,42,5.5
6765,NBA COURTSIDE 2002,GC,2002.0,Sports,Nintendo,0.19,0.05,0.0,0.01,0.25,71,7.4
6767,THE ADVENTURES OF TINTIN: THE GAME,X360,2011.0,Action,Ubisoft,0.07,0.14,0.0,0.03,0.25,63,6.4
6775,DYNASTY WARRIORS 7,X360,2011.0,Action,Tecmo Koei,0.16,0.07,0.0,0.02,0.24,58,8.0
6780,TRIALS FUSION,XONE,2014.0,Racing,Ubisoft,0.12,0.1,0.0,0.02,0.24,80,71.0
6787,BROKEN SWORD: SHADOW OF THE TEMPLARS - THE DIRECTOR'S CUT,WII,2009.0,Adventure,Ubisoft,0.12,0.1,0.0,0.02,0.24,74,8.2
6790,MLB,PSP,2005.0,Sports,Sony Computer Entertainment,0.23,0.0,0.0,0.02,0.24,80,7.9
6791,ARMY MEN: SARGE'S HEROES 2,PS,2000.0,Shooter,3DO,0.14,0.09,0.0,0.02,0.24,48,7.0
6792,COMMAND & CONQUER 3: KANE'S WRATH,X360,2008.0,Strategy,Electronic Arts,0.16,0.06,0.0,0.02,0.24,75,6.9
6793,DREAMCAST COLLECTION,X360,2011.0,Misc,Sega,0.16,0.07,0.0,0.02,0.24,53,5.0
6794,MADDEN NFL 13,WIIU,2012.0,Sports,Electronic Arts,0.22,0.0,0.0,0.02,0.24,75,68.0
6796,HOMEFRONT,PC,2011.0,Shooter,THQ,0.11,0.1,0.0,0.03,0.24,70,5.6
6799,BRITNEY'S DANCE BEAT,PS2,2002.0,Misc,THQ,0.12,0.09,0.0,0.03,0.24,63,5.0
6802,ACE COMBAT: ASSAULT HORIZON LEGACY,3DS,2011.0,Simulation,Namco Bandai Games,0.1,0.06,0.08,0.01,0.24,71,7.6
6806,VEXX,PS2,2003.0,Platform,Acclaim Entertainment,0.12,0.09,0.0,0.03,0.24,63,8.0
6812,TIMESPLITTERS: FUTURE PERFECT,PS2,2005.0,Shooter,Electronic Arts,0.12,0.09,0.0,0.03,0.24,84,8.8
6816,DK: KING OF SWING,GBA,2005.0,Platform,Nintendo,0.17,0.06,0.0,0.0,0.24,70,5.0
6819,PURE FUTBOL,PS3,2010.0,Sports,Ubisoft,0.06,0.13,0.0,0.05,0.24,46,7.5
6820,SPIDER-MAN: SHATTERED DIMENSIONS,WII,2010.0,Action,Activision,0.13,0.09,0.0,0.02,0.24,75,7.8
6823,AC/DC LIVE: ROCK BAND TRACK PACK,PS3,2008.0,Misc,MTV Games,0.21,0.01,0.0,0.02,0.24,60,5.3
6825,HARRY POTTER AND THE GOBLET OF FIRE,DS,2005.0,Action,Electronic Arts,0.21,0.02,0.0,0.02,0.24,68,5.0
6826,MIDWAY ARCADE TREASURES: EXTENDED PLAY,PSP,2005.0,Misc,Midway Games,0.21,0.01,0.0,0.02,0.24,63,7.8
6827,F1 2015,XONE,2015.0,Racing,Codemasters,0.08,0.15,0.0,0.02,0.24,64,61.0
6828,SKYLANDERS SWAP FORCE,3DS,2013.0,Platform,Activision,0.1,0.12,0.0,0.02,0.24,68,6.1
6835,SUPER MONKEY BALL DELUXE,PS2,2005.0,Misc,Sega,0.12,0.09,0.0,0.03,0.24,78,7.8
6839,METRO 2033,PC,2010.0,Shooter,THQ,0.0,0.19,0.0,0.05,0.24,81,8.0
6840,PETER JACKSON'S KING KONG: THE OFFICIAL GAME OF THE MOVIE,GC,2005.0,Action,Ubisoft,0.19,0.05,0.0,0.01,0.24,81,8.3
6841,STELLA GLOW,3DS,2015.0,Role-Playing,Atlus,0.16,0.01,0.05,0.02,0.24,79,8.5
6850,LUMINOUS ARC,DS,2007.0,Role-Playing,Rising Star Games,0.16,0.0,0.06,0.01,0.24,70,6.9
6852,THE LORD OF THE RINGS: ARAGORN'S QUEST,WII,2010.0,Action,Warner Bros. Interactive Entertainment,0.17,0.05,0.0,0.02,0.24,58,8.2
6855,GRAND SLAM TENNIS 2,PS3,2012.0,Sports,Electronic Arts,0.09,0.11,0.0,0.04,0.24,73,5.4
6874,ARMY MEN: AIR COMBAT,N64,2000.0,Action,3DO,0.19,0.05,0.0,0.0,0.24,77,7.8
6876,NCAA COLLEGE BASKETBALL 2K3,PS2,2002.0,Sports,Sega,0.12,0.09,0.0,0.03,0.24,83,8.0
6881,FANTASTIC 4,GC,2005.0,Action,Activision,0.19,0.05,0.0,0.01,0.24,61,4.0
6883,GHOST RIDER,PSP,2007.0,Action,Take-Two Interactive,0.22,0.0,0.0,0.02,0.24,49,5.8
6884,TONY HAWK'S AMERICAN SK8LAND,GBA,2005.0,Sports,Activision,0.17,0.06,0.0,0.0,0.24,64,5.4
6893,SAMURAI WARRIORS 4,PS4,2014.0,Action,Tecmo Koei,0.08,0.07,0.06,0.03,0.24,76,76.0
6896,DIRT SHOWDOWN,X360,2012.0,Racing,Codemasters,0.08,0.14,0.0,0.02,0.24,75,6.5
6900,X-MEN: DESTINY,X360,2011.0,Action,Activision,0.18,0.05,0.0,0.02,0.24,47,5.0
6902,CHIBI-ROBO! ZIP LASH,3DS,2015.0,Platform,Nintendo,0.09,0.08,0.06,0.02,0.24,59,5.4
6907,GRAND THEFT AUTO,GBA,2004.0,Action,Take-Two Interactive,0.17,0.06,0.0,0.0,0.24,68,7.0
6909,VIVA PINATA: PARTY ANIMALS,X360,2007.0,Misc,Microsoft Game Studios,0.19,0.03,0.0,0.02,0.24,56,6.0
6911,ASURA'S WRATH,X360,2012.0,Action,Capcom,0.15,0.06,0.01,0.02,0.24,71,6.6
6912,LEGO STAR WARS: THE FORCE AWAKENS,XONE,2016.0,Action,Warner Bros. Interactive Entertainment,0.12,0.1,0.0,0.02,0.24,76,70.0
6913,DYNASTY WARRIORS 6 EMPIRES,X360,2009.0,Action,Tecmo Koei,0.16,0.02,0.04,0.02,0.24,59,7.3
6914,MY STREET,PS2,2003.0,Misc,Sony Computer Entertainment,0.12,0.09,0.0,0.03,0.24,46,3.6
6916,SHADOW HEARTS: COVENANT,PS2,2004.0,Role-Playing,Midway Games,0.12,0.09,0.0,0.03,0.24,85,8.9
6920,RISEN 2: DARK WATERS,PS3,2012.0,Role-Playing,Deep Silver,0.04,0.14,0.01,0.05,0.24,47,4.5
6923,GAME & WARIO,WIIU,2013.0,Misc,Nintendo,0.06,0.06,0.11,0.01,0.24,61,65.0
6934,G.I. JOE: THE RISE OF COBRA,X360,2009.0,Action,Electronic Arts,0.17,0.05,0.0,0.02,0.24,42,4.7
6944,AFRO SAMURAI,X360,2009.0,Action,Atari,0.16,0.05,0.0,0.02,0.24,65,6.2
6945,THE BUREAU: XCOM DECLASSIFIED,X360,2013.0,Shooter,Take-Two Interactive,0.1,0.12,0.0,0.02,0.24,68,6.7
6952,DC UNIVERSE ONLINE,PC,2011.0,Role-Playing,Sony Online Entertainment,0.16,0.06,0.0,0.02,0.24,72,6.7
6953,NASCAR 08,PS2,2007.0,Racing,Electronic Arts,0.12,0.09,0.0,0.03,0.24,56,8.3
6954,MADAGASCAR: ESCAPE 2 AFRICA,PS3,2008.0,Action,Activision,0.12,0.08,0.0,0.04,0.23,58,8.4
6959,WALLACE & GROMIT IN PROJECT ZOO,PS2,2003.0,Platform,BAM! Entertainment,0.11,0.09,0.0,0.03,0.23,67,3.2
6960,KARAOKE REVOLUTION VOLUME 2,PS2,2004.0,Misc,Konami Digital Entertainment,0.11,0.09,0.0,0.03,0.23,76,7.0
6963,ETRIAN MYSTERY DUNGEON,3DS,2015.0,Role-Playing,Nippon Ichi Software,0.09,0.01,0.12,0.01,0.23,77,7.9
6980,METEOS,DS,2005.0,Puzzle,Nintendo,0.15,0.01,0.06,0.01,0.23,88,7.4
6981,VIRTUA TENNIS 4,X360,2011.0,Sports,Sega,0.11,0.1,0.01,0.02,0.23,70,6.3
6989,TOTAL WAR: ATTILA,PC,2015.0,Strategy,Sega,0.09,0.13,0.0,0.02,0.23,80,7.4
6990,SSX ON TOUR,PSP,2005.0,Sports,Electronic Arts,0.19,0.02,0.0,0.02,0.23,79,8.0
6991,VANCOUVER 2010 - THE OFFICIAL VIDEO GAME OF THE OLYMPIC WINTER GAMES,X360,2010.0,Sports,Sega,0.08,0.13,0.0,0.03,0.23,54,6.7
6994,TEST DRIVE: EVE OF DESTRUCTION,PS2,2004.0,Racing,Atari,0.11,0.09,0.0,0.03,0.23,73,8.8
6998,THE CLUB,PS3,2008.0,Shooter,Sega,0.14,0.07,0.0,0.03,0.23,72,6.1
6999,CARNIVAL ISLAND,PS3,2011.0,Misc,Sony Computer Entertainment,0.13,0.06,0.0,0.04,0.23,66,5.2
7000,JEREMY MCGRATH SUPERCROSS WORLD,PS2,2001.0,Racing,Acclaim Entertainment,0.11,0.09,0.0,0.03,0.23,35,3.4
7003,THE SCORPION KING: RISE OF THE AKKADIAN,PS2,2002.0,Action,Universal Interactive,0.11,0.09,0.0,0.03,0.23,47,7.2
7005,LOONEY TUNES: ACME ARSENAL,WII,2007.0,Action,Warner Bros. Interactive Entertainment,0.21,0.01,0.0,0.02,0.23,27,5.8
7008,PINBALL HALL OF FAME: THE GOTTLIEB COLLECTION,PSP,2005.0,Misc,Play It,0.2,0.01,0.0,0.02,0.23,73,8.0
7009,SWORD ART ONLINE: LOST SONG,PS4,2015.0,Role-Playing,Namco Bandai Games,0.09,0.1,0.0,0.04,0.23,63,62.0
7010,STAR WARS JEDI KNIGHT II: JEDI OUTCAST,GC,2002.0,Shooter,Activision,0.18,0.05,0.0,0.01,0.23,75,7.9
7011,TOM CLANCY'S SPLINTER CELL,GC,2003.0,Action,Ubisoft,0.18,0.05,0.0,0.01,0.23,89,8.6
7014,WORMS: BATTLE ISLANDS,WII,2010.0,Strategy,THQ,0.11,0.1,0.0,0.02,0.23,58,8.5
7015,ESPN NHL HOCKEY,PS2,2003.0,Sports,Sega,0.11,0.09,0.0,0.03,0.23,90,7.0
7029,NBA 2K6,X360,2005.0,Action,Take-Two Interactive,0.21,0.01,0.0,0.02,0.23,81,8.7
7030,AGE OF EMPIRES: THE AGE OF KINGS,DS,2006.0,Strategy,THQ,0.19,0.02,0.0,0.02,0.23,80,8.0
7042,NARUTO SHIPPUDEN: ULTIMATE NINJA STORM REVOLUTION,X360,2014.0,Fighting,Namco Bandai Games,0.13,0.08,0.0,0.02,0.23,62,7.2
7046,NASCAR 08,PS3,2007.0,Racing,Electronic Arts,0.15,0.05,0.0,0.03,0.23,57,4.9
7049,LUMINOUS ARC 2,DS,2008.0,Role-Playing,Rising Star Games,0.21,0.0,0.0,0.02,0.23,73,7.8
7050,PROJECT CARS,XONE,2015.0,Racing,Slightly Mad Studios,0.08,0.13,0.0,0.02,0.23,81,58.0
7054,SPIDER-MAN: EDGE OF TIME,PS3,2011.0,Action,Activision,0.13,0.07,0.0,0.03,0.23,58,7.2
7055,DEADLY CREATURES,WII,2009.0,Action,THQ,0.08,0.12,0.0,0.03,0.23,72,8.5
7059,NBA LIVE 15,PS4,2014.0,Sports,Electronic Arts,0.15,0.04,0.0,0.04,0.23,59,56.0
7061,RISEN 2: DARK WATERS,PC,2012.0,Role-Playing,Deep Silver,0.0,0.19,0.0,0.04,0.23,69,5.7
7066,TONY HAWK'S PROVING GROUND,DS,2007.0,Sports,Activision,0.21,0.01,0.0,0.02,0.23,79,6.6
7071,WWE ALL STARS,3DS,2011.0,Fighting,THQ,0.15,0.06,0.0,0.02,0.23,71,7.1
7073,GENJI: DAWN OF THE SAMURAI,PS2,2005.0,Action,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,74,8.6
7082,SUPER SWING GOLF,WII,2006.0,Sports,Nintendo,0.14,0.01,0.07,0.01,0.23,72,7.8
7083,THE ITALIAN JOB,PS2,2003.0,Racing,Eidos Interactive,0.11,0.09,0.0,0.03,0.23,55,5.2
7090,PRO EVOLUTION SOCCER 2011,WII,2010.0,Sports,Konami Digital Entertainment,0.08,0.1,0.03,0.02,0.23,78,5.9
7099,TIGER WOODS PGA TOUR 2003,GC,2002.0,Sports,Electronic Arts,0.18,0.05,0.0,0.01,0.23,90,8.0
7100,BLOWOUT,PS2,2003.0,Shooter,Zoo Digital Publishing,0.11,0.09,0.0,0.03,0.23,58,6.2
7101,NFL BLITZ PRO,PS2,2003.0,Sports,Midway Games,0.11,0.09,0.0,0.03,0.23,73,8.5
7103,TRON: EVOLUTION - BATTLE GRIDS,WII,2010.0,Racing,Disney Interactive Studios,0.18,0.03,0.0,0.02,0.23,59,8.3
7108,VALHALLA KNIGHTS 2,PSP,2008.0,Role-Playing,Rising Star Games,0.09,0.0,0.12,0.01,0.23,50,5.8
7111,RATCHET & CLANK: FULL FRONTAL ASSAULT,PS3,2012.0,Adventure,Sony Computer Entertainment,0.19,0.01,0.0,0.02,0.23,64,7.4
7116,THE POLAR EXPRESS,PS2,2004.0,Adventure,THQ,0.11,0.09,0.0,0.03,0.23,39,5.1
7119,CHILD OF EDEN,PS3,2011.0,Shooter,Ubisoft,0.09,0.1,0.0,0.04,0.23,81,7.8
7121,AC/DC LIVE: ROCK BAND TRACK PACK,X360,2008.0,Misc,MTV Games,0.21,0.0,0.0,0.02,0.23,63,4.9
7123,NBA SHOOTOUT 2003,PS2,2002.0,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,62,5.9
7130,ROGUE OPS,PS2,2003.0,Action,Kemco,0.11,0.09,0.0,0.03,0.23,61,8.3
7135,SPEC OPS: THE LINE,PC,2012.0,Shooter,Take-Two Interactive,0.11,0.09,0.0,0.03,0.23,76,8.2
7136,LEGION: THE LEGEND OF EXCALIBUR,PS2,2002.0,Action,Midway Games,0.11,0.09,0.0,0.03,0.22,51,6.5
7137,FACEBREAKER K.O. PARTY,WII,2008.0,Fighting,Electronic Arts,0.2,0.01,0.0,0.02,0.22,61,6.1
7138,JUSTICE LEAGUE HEROES,PSP,2006.0,Role-Playing,Eidos Interactive,0.2,0.01,0.0,0.02,0.22,72,7.5
7144,SPARTAN: TOTAL WARRIOR,PS2,2005.0,Action,Sega,0.11,0.09,0.0,0.03,0.22,74,8.4
7145,KILLER IS DEAD,PS3,2013.0,Action,Deep Silver,0.12,0.04,0.05,0.02,0.22,64,7.8
7156,G-FORCE,PS3,2009.0,Action,Disney Interactive Studios,0.13,0.06,0.0,0.03,0.22,68,8.1
7160,WHIRL TOUR,PS2,2002.0,Sports,Crave Entertainment,0.11,0.09,0.0,0.03,0.22,58,7.0
7172,BREATH OF FIRE,GBA,2001.0,Role-Playing,Ubisoft,0.11,0.04,0.06,0.0,0.22,79,7.5
7175,NCAA FOOTBALL 2005,GC,2004.0,Sports,Electronic Arts,0.17,0.04,0.0,0.01,0.22,88,7.8
7176,HAMTARO: HAM-HAM GAMES,GBA,2004.0,Sports,Nintendo,0.16,0.06,0.0,0.0,0.22,77,8.3
7179,MOTOGP 09/10,PS3,2010.0,Racing,Capcom,0.05,0.13,0.0,0.04,0.22,70,5.4
7180,RUNE FACTORY: TIDES OF DESTINY,PS3,2011.0,Role-Playing,Marvelous Interactive,0.14,0.0,0.07,0.01,0.22,55,8.1
7181,A BOY AND HIS BLOB,WII,2009.0,Platform,Majesco Entertainment,0.19,0.02,0.0,0.02,0.22,80,8.4
7182,BATTLEBORN,PS4,2016.0,Shooter,Take-Two Interactive,0.09,0.08,0.01,0.04,0.22,68,68.0
7189,THE LEGEND OF SPYRO: THE ETERNAL NIGHT,WII,2007.0,Platform,Vivendi Games,0.18,0.02,0.0,0.02,0.22,60,6.3
7191,RAMPAGE: TOTAL DESTRUCTION,WII,2006.0,Action,Midway Games,0.19,0.01,0.0,0.02,0.22,46,5.6
7192,GALACTIC WRESTLING: FEATURING ULTIMATE MUSCLE,PS2,2004.0,Fighting,Namco Bandai Games,0.03,0.02,0.17,0.01,0.22,61,8.0
7194,DINO STALKER,PS2,2002.0,Shooter,Capcom,0.07,0.06,0.08,0.02,0.22,50,5.8
7197,SHINOBI,3DS,2011.0,Platform,Sega,0.14,0.07,0.0,0.02,0.22,69,7.4
7199,TONY HAWK'S DOWNHILL JAM,DS,2006.0,Sports,Activision,0.2,0.0,0.0,0.02,0.22,76,7.3
7200,MEGA MAN ZERO 3,GBA,2004.0,Platform,Capcom,0.16,0.06,0.0,0.0,0.22,77,8.2
7204,CASTLEVANIA: LORDS OF SHADOW 2,PS3,2014.0,Action,Konami Digital Entertainment,0.03,0.13,0.02,0.04,0.22,63,7.8
7206,KORG DS-10 SYNTHESIZER,DS,2008.0,Misc,AQ Interactive,0.2,0.01,0.0,0.02,0.22,82,8.2
7211,JACKASS THE GAME,PSP,2007.0,Action,Empire Interactive,0.09,0.08,0.0,0.05,0.22,58,6.7
7220,CURSED MOUNTAIN,WII,2009.0,Adventure,Deep Silver,0.09,0.1,0.0,0.02,0.22,67,7.5
7223,TETRIS WORLDS,GC,2002.0,Puzzle,THQ,0.17,0.04,0.0,0.01,0.22,47,5.6
7231,AGE OF EMPIRES: MYTHOLOGIES,DS,2008.0,Strategy,THQ,0.17,0.03,0.0,0.02,0.22,78,7.1
7232,VIEWTIFUL JOE 2,GC,2004.0,Action,Capcom,0.17,0.04,0.0,0.01,0.22,86,8.3
7239,TOUCH THE DEAD,DS,2007.0,Shooter,Eidos Interactive,0.2,0.0,0.0,0.02,0.22,56,5.8
7242,BEN 10 ALIEN FORCE: VILGAX ATTACKS,X360,2009.0,Action,D3Publisher,0.11,0.09,0.0,0.02,0.22,61,8.3
7246,HUNTED: THE DEMON'S FORGE,X360,2011.0,Action,Bethesda Softworks,0.13,0.07,0.0,0.02,0.22,61,6.3
7249,ALL-STAR BASEBALL 2002,GC,2001.0,Sports,Acclaim Entertainment,0.17,0.04,0.0,0.01,0.22,66,5.6
7252,CAPCOM VS. SNK,DC,2000.0,Fighting,Virgin Interactive,0.0,0.0,0.22,0.0,0.22,80,8.6
7253,NBA LIVE 09 ALL-PLAY,WII,2008.0,Sports,Electronic Arts,0.19,0.01,0.0,0.02,0.22,51,5.9
7256,TRANSFORMERS: DEVASTATION,PS4,2015.0,Action,Activision,0.1,0.08,0.0,0.04,0.22,77,75.0
7258,FROM RUSSIA WITH LOVE,GC,2005.0,Action,Electronic Arts,0.17,0.04,0.0,0.01,0.22,70,8.5
7261,PINBALL HALL OF FAME: THE WILLIAMS COLLECTION,PS3,2009.0,Misc,Crave Entertainment,0.2,0.0,0.0,0.02,0.22,82,7.9
7263,NFL QUARTERBACK CLUB 2002,PS2,2001.0,Sports,Acclaim Entertainment,0.11,0.08,0.0,0.03,0.22,67,7.8
7265,NCAA BASKETBALL 09,X360,2008.0,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.22,70,5.6
7266,FULL AUTO,X360,2006.0,Shooter,Sega,0.19,0.01,0.0,0.02,0.22,70,7.7
7267,DEAD ISLAND,PC,2011.0,Action,Deep Silver,0.12,0.07,0.0,0.03,0.22,80,6.9
7271,RUGBY 2004,PS2,2003.0,Sports,Electronic Arts,0.11,0.08,0.0,0.03,0.22,61,6.8
7273,SPIRIT CAMERA: THE CURSED MEMOIR,3DS,2012.0,Adventure,Nintendo,0.12,0.02,0.06,0.01,0.22,54,6.4
7274,NBA 06,PSP,2005.0,Sports,Sony Computer Entertainment,0.2,0.0,0.0,0.02,0.22,72,5.4
7276,SHIN MEGAMI TENSEI: PERSONA,PSP,2009.0,Role-Playing,Atlus,0.08,0.0,0.13,0.01,0.22,78,4.3
7279,MADDEN NFL 07,DS,2006.0,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.22,70,6.5
7281,NFL 2K3,GC,2002.0,Sports,Sega,0.17,0.04,0.0,0.01,0.22,92,8.3
7285,SAMURAI JACK: THE AMULET OF TIME,GBA,2003.0,Platform,Zoo Digital Publishing,0.16,0.06,0.0,0.0,0.22,63,6.2
7290,LOST PLANET 3,PS3,2013.0,Shooter,Capcom,0.07,0.06,0.06,0.03,0.22,61,5.7
7291,ORDER UP!,WII,2008.0,Misc,Zoo Digital Publishing,0.19,0.01,0.0,0.02,0.22,76,8.5
7292,CODE NAME: S.T.E.A.M.,3DS,2015.0,Strategy,Nintendo,0.14,0.05,0.01,0.02,0.22,69,7.8
7294,NBA LIVE 14,PS4,2013.0,Sports,Electronic Arts,0.14,0.05,0.0,0.03,0.22,43,26.0
7299,BRITNEY'S DANCE BEAT,GBA,2002.0,Misc,THQ,0.15,0.06,0.0,0.0,0.22,53,8.1
7300,SHREK SUPERSLAM,GC,2005.0,Action,Activision,0.17,0.04,0.0,0.01,0.22,70,4.6
7301,SNIPER: GHOST WARRIOR 2,X360,2013.0,Shooter,City Interactive,0.06,0.13,0.0,0.02,0.22,52,5.7
7302,OVER G FIGHTERS,X360,2006.0,Simulation,Ubisoft,0.19,0.01,0.0,0.02,0.22,49,6.2
7304,APACHE: AIR ASSAULT,PS3,2010.0,Simulation,Activision,0.11,0.07,0.0,0.03,0.22,66,6.1
7306,HERDY GERDY,PS2,2002.0,Adventure,Eidos Interactive,0.11,0.08,0.0,0.03,0.22,69,5.0
7307,ARMORED CORE V,X360,2012.0,Simulation,Namco Bandai Games,0.13,0.03,0.04,0.01,0.22,68,7.2
7308,EVE ONLINE,PC,2003.0,Role-Playing,CCP,0.0,0.19,0.0,0.02,0.22,69,7.2
7310,NINJA GAIDEN: DRAGON SWORD,DS,2008.0,Action,Tecmo Koei,0.17,0.02,0.02,0.02,0.22,83,7.8
7311,RIDE,PS4,2015.0,Racing,Milestone S.r.l.,0.03,0.13,0.03,0.03,0.22,66,67.0
7313,LORDS OF THE FALLEN,XONE,2014.0,Role-Playing,Square Enix,0.1,0.1,0.0,0.02,0.22,71,66.0
7321,THE DUKES OF HAZZARD: RETURN OF THE GENERAL LEE,PS2,2004.0,Racing,Ubisoft,0.11,0.08,0.0,0.03,0.21,52,6.8
7325,CRASH 'N' BURN,PS2,2004.0,Racing,Eidos Interactive,0.11,0.08,0.0,0.03,0.21,63,8.3
7326,NBA,PSP,2005.0,Sports,Sony Computer Entertainment,0.2,0.0,0.0,0.02,0.21,57,6.9
7337,PRO EVOLUTION SOCCER 2012,WII,2011.0,Action,Konami Digital Entertainment,0.08,0.08,0.03,0.02,0.21,79,7.4
7340,COLLEGE HOOPS 2K7,X360,2006.0,Sports,Take-Two Interactive,0.2,0.0,0.0,0.02,0.21,82,8.2
7345,UFC UNDISPUTED 2010,PSP,2010.0,Fighting,THQ,0.11,0.07,0.0,0.04,0.21,74,7.0
7346,BAJA: EDGE OF CONTROL,PS3,2008.0,Racing,THQ,0.1,0.08,0.0,0.04,0.21,61,5.0
7349,THE BARD'S TALE,PS2,2004.0,Role-Playing,Ubisoft,0.1,0.08,0.0,0.03,0.21,76,7.9
7352,ROBOTECH: THE MACROSS SAGA,GBA,2002.0,Shooter,TDK Mediactive,0.15,0.06,0.0,0.0,0.21,61,6.4
7356,CONFLICT ZONE,PS2,2002.0,Strategy,Ubisoft,0.1,0.08,0.0,0.03,0.21,47,7.4
7357,TONY HAWK'S AMERICAN SK8LAND,DS,2005.0,Sports,Activision,0.19,0.01,0.0,0.02,0.21,84,7.8
7358,DE BLOB 2,PS3,2011.0,Platform,THQ,0.11,0.07,0.0,0.03,0.21,74,6.8
7359,THE BIGS 2,X360,2009.0,Sports,Take-Two Interactive,0.19,0.01,0.0,0.02,0.21,76,6.3
7362,50 CENT: BLOOD ON THE SAND,X360,2009.0,Shooter,THQ,0.12,0.07,0.0,0.02,0.21,71,6.3
7366,WORLD POKER TOUR,PS2,2005.0,Misc,Take-Two Interactive,0.1,0.08,0.0,0.03,0.21,60,8.6
7367,PRISON BREAK: THE CONSPIRACY,X360,2010.0,Action,Deep Silver,0.07,0.12,0.0,0.02,0.21,40,4.8
7368,NEO CONTRA,PS2,2004.0,Shooter,Konami Digital Entertainment,0.1,0.08,0.0,0.03,0.21,65,7.4
7369,MVP BASEBALL,PSP,2005.0,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.21,67,7.7
7370,GRID AUTOSPORT,PS3,2014.0,Racing,Codemasters,0.05,0.11,0.01,0.04,0.21,75,6.8
7378,G.I. JOE: THE RISE OF COBRA,PS3,2009.0,Action,Electronic Arts,0.11,0.07,0.0,0.03,0.21,43,4.6
7379,RAYMAN RAVING RABBIDS,X360,2007.0,Misc,Ubisoft,0.18,0.01,0.0,0.02,0.21,67,7.6
7380,VIEWTIFUL JOE 2,PS2,2004.0,Action,Capcom,0.1,0.08,0.0,0.03,0.21,85,7.8
7382,PAC-MAN WORLD 3,PS2,2005.0,Platform,Namco Bandai Games,0.1,0.08,0.0,0.03,0.21,63,5.2
7391,THE CHRONICLES OF NARNIA: PRINCE CASPIAN,DS,2008.0,Action,Disney Interactive Studios,0.19,0.01,0.0,0.02,0.21,54,4.0
